Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Rock Island,2022-01-05,,,,,,,,,,,,,,4
Rock Island,2022-01-06,,,,,,,1,,,,,,,3.8
Rock Island,2022-01-13,,,,,,,,,,,,,,3.6
Rock Island,2022-01-15,,,,,,,1,,,,,,,3.8
Rock Island,2022-01-18,,,,1,1,,,,,,,,,3.6
Rock Island,2022-01-30,,,,,,,1,,,,,,,2.4
Rock Island,2022-01-31,,,,,,,,,,,,,,2.5
Rock Island,2022-02-02,,,,,,,,,,,,,,2.2
Rock Island,2022-02-06,,,,,,,,,,,,,,2.2
Rock Island,2022-02-07,,,,,,,,,,,,,,2.3
Rock Island,2022-02-24,,,,1,1,,,,,,,,,2.8
Rock Island,2022-02-26,,,,,,,,,,,,,,2.8
Rock Island,2022-03-02,,,,1,,,,,,,,,,3.3
Rock Island,2022-03-07,,,,,,,,,,,,,,3.7
Rock Island,2022-03-11,,,,1,1,,,,,,,,,3.5
Rock Island,2022-03-12,,,,,,,,,,,,,,3.4
Rock Island,2022-03-13,,,,1,,,,,,,,,,3.6
Rock Island,2022-03-14,,,,1,,,,,,,,,,3.6
Rock Island,2022-03-17,,,,1,1,,,,,,,,,4.2
Rock Island,2022-03-18,,,,,,,,,,,,,,4.2
Rock Island,2022-03-19,,,,1,1,,,,,,,,,4.3
Rock Island,2022-03-20,,,,1,1,,,,,,,,,4.4
Rock Island,2022-03-21,,,,,,,,,,,,,,4.4
Rock Island,2022-03-22,,,,2,2,,,,,,,,,4.6
Rock Island,2022-03-23,,,,1,1,,,,,,,,,4.7
Rock Island,2022-03-24,,,,,,,,,,,,,,4.8
Rock Island,2022-03-25,,,,3,3,,,,,,,,,4.6
Rock Island,2022-03-26,,,,,,,,,,,,,,4.8
Rock Island,2022-03-27,,,,,,,,,,,,,,5.2
Rock Island,2022-03-28,,,,,,,,,,,,,,5.3
Rock Island,2022-03-29,,,,,,,,,,,,,,5.3
Rock Island,2022-03-30,,,,,,,,,,,,,,5.6
Rock Island,2022-03-31,,,,4,4,,,,,,,,,5.8
Rock Island,2022-04-01,,,,,,,,,,,,,,5.7
Rock Island,2022-04-02,,,,2,,,,,,,,,,5.8
Rock Island,2022-04-03,,,,2,1,,,,,,,,,5.9
Rock Island,2022-04-04,,,,3,1,,,,,,,,,5.9
Rock Island,2022-04-05,,,,4,2,,,,,,,,,5.9
Rock Island,2022-04-06,,,,,,,,,,,,,,5.9
Rock Island,2022-04-07,,,,1,1,,,,,,,,,5.9
Rock Island,2022-04-08,,,,1,1,,,,,,,,,6.1
Rock Island,2022-04-09,,,,1,1,,,,,,,,,6.2
Rock Island,2022-04-10,,,,1,1,,,,,,,,,6.2
Rock Island,2022-04-11,,,,2,,,,,,,,,,6.1
Rock Island,2022-04-12,,,,2,1,,,,,,,,,6
Rock Island,2022-04-13,,,,3,,,,,,,,,,5.8
Rock Island,2022-04-14,,,,4,1,,,,,,,,,5.7
Rock Island,2022-04-15,,1,,3,1,,,,,,,,,5.8
Rock Island,2022-04-16,,,,,,,,,,,,,,5.8
Rock Island,2022-04-17,,7,,,,,,,,,,,,5.9
Rock Island,2022-04-18,,1,,3,2,,,,,,,,,6.2
Rock Island,2022-04-19,,4,,1,1,,,,,,,,,6.1
Rock Island,2022-04-20,,11,,1,,,,,,,,,,6.2
Rock Island,2022-04-21,,8,,1,1,,,,,,,,,6.4
Rock Island,2022-04-22,,5,,2,2,,,,,,,,,6.6
Rock Island,2022-04-23,,1,,,,,,,,,,,,6.8
Rock Island,2022-04-24,,1,,,,,,,,,,,,7.1
Rock Island,2022-04-25,,1,,,,,,,,,,,,7.4
Rock Island,2022-04-26,,62,2,,,,,,,,,,,7.6
Rock Island,2022-04-27,,23,,1,1,,,,,,,,,7.9
Rock Island,2022-04-28,,16,,2,1,,,,,,,,,8
Rock Island,2022-04-29,,6,,,,,,,,,,,,8
Rock Island,2022-04-30,,40,,,,,,,,,1,,,8.2
Rock Island,2022-05-01,,11,,,,,,,,,,,,8.4
Rock Island,2022-05-02,,90,,1,1,,,,,,,,,8.4
Rock Island,2022-05-03,,104,,1,1,,,,,,,,,8.6
Rock Island,2022-05-04,,56,,,,,,,,,,,,8.7
Rock Island,2022-05-05,,248,,1,1,,,,,,,,,8.8
Rock Island,2022-05-06,,413,2,3,2,,,,,,,,,8.7
Rock Island,2022-05-07,,475,,,,,,,,,,,,8.7
Rock Island,2022-05-08,,953,2,,,,,,,,,,,8.8
Rock Island,2022-05-09,,763,2,1,1,,,,,,,,,9
Rock Island,2022-05-10,,559,7,,,,,,,,,,,9
Rock Island,2022-05-11,,534,7,,,,,,,,,,,9
Rock Island,2022-05-12,,1223,13,1,1,,,,,,,,,8.9
Rock Island,2022-05-13,,1018,12,1,,,,,,,,,,8.8
Rock Island,2022-05-14,,927,16,,,,,,,,,,,8.6
Rock Island,2022-05-15,,969,43,2,2,,,,,,,,,8.7
Rock Island,2022-05-16,,823,35,,,,,,,,,,,8.9
Rock Island,2022-05-17,,693,34,,,,,,,,,,,9
Rock Island,2022-05-18,,663,75,,,,,,,,,,,9.3
Rock Island,2022-05-19,,476,95,,,,,,,,,,,9.4
Rock Island,2022-05-20,,441,71,,,,,,,,,,,9.6
Rock Island,2022-05-21,,860,104,,,,,,,,,,,9.7
Rock Island,2022-05-22,,928,183,,,,,,,,,,,9.7
Rock Island,2022-05-23,,726,181,,,,,,,,,,,9.8
Rock Island,2022-05-24,,499,167,2,2,,,,,,,,,9.8
Rock Island,2022-05-25,,412,89,,,,,,,,1,,,9.9
Rock Island,2022-05-26,,458,129,,,,,,,,,,,10.3
Rock Island,2022-05-27,,531,202,,,,,,,,1,,,10.5
Rock Island,2022-05-28,,529,149,,,,,,,,,,,10.5
Rock Island,2022-05-29,,592,321,,,,,,,,2,,,10.5
Rock Island,2022-05-30,,413,165,1,,,,,,,,,,10.5
Rock Island,2022-05-31,,538,233,2,2,,,,,,,,,10.7
Rock Island,2022-06-01,,418,161,,,,,,,,,,,10.8
Rock Island,2022-06-02,,383,127,,,,,,,,,,,10.9
Rock Island,2022-06-03,,158,64,,,,,,,,1,,,11
Rock Island,2022-06-04,,268,114,,,,,,,,,,,11
Rock Island,2022-06-05,,183,60,,,,,,,,,,,11.2
Rock Island,2022-06-06,,274,81,,,,,,,,1,,,11.2
Rock Island,2022-06-07,,220,98,,,,,,,,,,,11.2
Rock Island,2022-06-08,,176,25,,,,,,,,2,,,11.4
Rock Island,2022-06-09,,308,60,1,1,2,,,,,1,,,11.6
Rock Island,2022-06-10,,118,66,,,1,,,,,1,,,11.5
Rock Island,2022-06-11,,112,28,,,4,,,,,,,,11.6
Rock Island,2022-06-12,,188,33,1,1,,,,,,,,,11.8
Rock Island,2022-06-13,,287,38,1,1,2,,,,,,,,11.8
Rock Island,2022-06-14,,324,28,1,,1,,,,,,,,12
Rock Island,2022-06-15,,266,57,1,1,2,,,,,,,,11.9
Rock Island,2022-06-16,,437,76,,,3,,,,,,,,11.8
Rock Island,2022-06-17,,255,54,,,13,,,,,,,,11.8
Rock Island,2022-06-18,,229,26,1,1,16,,,,,,,,12.2
Rock Island,2022-06-19,,297,36,,,27,,,,,,,,12.6
Rock Island,2022-06-20,,307,40,,,51,,,,,,,,12.6
Rock Island,2022-06-21,,282,35,1,1,78,,,,,,,,12.9
Rock Island,2022-06-22,,287,14,,,92,,,,,1,,,13.3
Rock Island,2022-06-23,,270,26,,,116,,,,,,,,13.5
Rock Island,2022-06-24,,302,32,1,1,177,,,,,,,,13.6
Rock Island,2022-06-25,,361,23,2,2,316,,,,,,,,13.6
Rock Island,2022-06-26,,313,24,1,1,336,,,,,,,,13.6
Rock Island,2022-06-27,,462,34,1,1,407,,,,,,,,13.8
Rock Island,2022-06-28,,764,34,1,1,853,,,,,,,,14.2
Rock Island,2022-06-29,,711,20,1,,1020,,,,,,,,14.4
Rock Island,2022-06-30,,772,30,1,1,1447,,,,,,,,14.5
Rock Island,2022-07-01,,839,24,2,2,1598,,,,,1,,,14.7
Rock Island,2022-07-02,,893,29,8,3,2769,,,,,,,,14.5
Rock Island,2022-07-03,,1517,29,6,1,8696,,,,,,,,14.5
Rock Island,2022-07-04,,1883,69,5,4,20267,,,,,,,,14.7
Rock Island,2022-07-05,,3180,33,5,2,40889,,,,,,,,14.9
Rock Island,2022-07-06,,2351,58,10,7,46475,,,,,,,,14.7
Rock Island,2022-07-07,,2030,98,10,7,52624,,,,,,,,14.9
Rock Island,2022-07-08,,2294,65,9,6,36602,,,,,,,,15.1
Rock Island,2022-07-09,,3720,83,18,5,52072,,,,,,,,15.4
Rock Island,2022-07-10,,3753,56,20,12,61009,,,,,,,,15.6
Rock Island,2022-07-11,,4176,82,13,6,55692,,,,,1,,,16
Rock Island,2022-07-12,,4111,99,20,9,43126,,,,,1,,,16.2
Rock Island,2022-07-13,,2632,99,25,8,28514,,,,2,,,,16.3
Rock Island,2022-07-14,,2936,51,18,7,23603,,,,,,,,16.3
Rock Island,2022-07-15,,2724,66,42,19,22592,,,,2,,,,16.6
Rock Island,2022-07-16,,2158,79,17,5,21371,,,,2,1,,,16.9
Rock Island,2022-07-17,,1728,83,27,8,21936,,,,1,,,,16.9
Rock Island,2022-07-18,,1682,73,35,9,15320,,,,1,,,,16.9
Rock Island,2022-07-19,,1452,63,38,11,15317,,,,2,,,,17.1
Rock Island,2022-07-20,,1192,83,50,17,10419,,,,2,,,,17.3
Rock Island,2022-07-21,,1269,101,38,14,9862,,,,4,,,,17.3
Rock Island,2022-07-22,,1249,64,36,15,9824,,,,2,1,,,17.3
Rock Island,2022-07-23,,1000,58,64,19,8603,,,,2,,,,17.5
Rock Island,2022-07-24,,607,27,36,13,5254,,,,4,,,,17.7
Rock Island,2022-07-25,,1052,43,60,19,4709,,,,6,,,,17.8
Rock Island,2022-07-26,,781,65,64,30,5495,,,,6,,,,17.9
Rock Island,2022-07-27,,563,64,66,25,4285,,,,7,,,,17.9
Rock Island,2022-07-28,,564,38,57,23,4001,,,,9,,,,18.1
Rock Island,2022-07-29,,621,24,52,11,3786,,,,4,,,,18.3
Rock Island,2022-07-30,,488,40,76,22,3420,,,,21,1,,,18.5
Rock Island,2022-07-31,,417,17,57,19,2770,,,,8,,,,18.4
Rock Island,2022-08-01,,344,11,60,25,2288,,,,7,,,,18.4
Rock Island,2022-08-02,,233,19,75,31,1696,,,,12,,,,18.5
Rock Island,2022-08-03,,283,34,100,39,1494,,,,9,1,,,18.4
Rock Island,2022-08-04,,253,37,90,31,1421,,,,7,,,,18.3
Rock Island,2022-08-05,,305,15,97,37,801,,,,9,,,,18.2
Rock Island,2022-08-06,,142,31,76,23,741,,,,15,,,,18.1
Rock Island,2022-08-07,,172,7,98,29,587,,,,11,,,,18.1
Rock Island,2022-08-08,,143,5,78,34,452,,,,16,,,,18.2
Rock Island,2022-08-09,,277,9,89,30,546,,,,21,,,,18.1
Rock Island,2022-08-10,,167,12,79,29,427,,,,29,,,,18.1
Rock Island,2022-08-11,,171,19,56,18,320,,,,23,,,,18.3
Rock Island,2022-08-12,,81,13,84,23,163,,,,45,,,,18.5
Rock Island,2022-08-13,,97,12,79,26,137,,,,75,,,,18.9
Rock Island,2022-08-14,,211,7,77,28,147,,,,97,,,,18.9
Rock Island,2022-08-15,,199,9,89,33,150,,,,66,,,,19
Rock Island,2022-08-16,,111,16,67,21,111,,,,92,,,,19.2
Rock Island,2022-08-17,,89,13,64,26,98,,,,150,,,,19.4
Rock Island,2022-08-18,,74,12,67,28,62,,,,176,,,,19.3
Rock Island,2022-08-19,,123,10,55,18,63,,,,162,,,,19.3
Rock Island,2022-08-20,,86,17,67,17,46,,,,226,,,,19.5
Rock Island,2022-08-21,,79,6,47,13,29,,,,175,,,,19.7
Rock Island,2022-08-22,,80,6,63,13,37,,,,285,,,,19.8
Rock Island,2022-08-23,,118,10,46,10,44,,,,267,,,,19.9
Rock Island,2022-08-24,,73,6,68,34,21,1,,,390,,,,20.1
Rock Island,2022-08-25,,61,4,65,20,38,,,,436,,,,19.9
Rock Island,2022-08-26,,80,7,59,14,11,,,,322,,,,19.8
Rock Island,2022-08-27,,108,12,84,19,19,,,,304,,,,19.7
Rock Island,2022-08-28,,86,7,78,28,3,,,,227,,,,19.8
Rock Island,2022-08-29,,74,8,98,21,14,,,,306,,,,19.8
Rock Island,2022-08-30,,42,8,60,19,9,,,,325,,,,20
Rock Island,2022-08-31,,45,1,49,11,1,,,,306,,,,20
Rock Island,2022-09-01,,43,3,56,10,7,1,,,308,,,,20.2
Rock Island,2022-09-02,,44,6,45,16,7,1,,,308,,,,20.2
Rock Island,2022-09-03,,45,1,33,13,2,,,,142,,,,20
Rock Island,2022-09-04,,46,3,33,9,4,,,,137,,,,19.8
Rock Island,2022-09-05,,74,1,36,12,4,1,1,,140,,,,19.8
Rock Island,2022-09-06,,136,11,61,22,1,,,,187,,,,19.9
Rock Island,2022-09-07,,116,7,57,16,1,,1,,261,,,,19.9
Rock Island,2022-09-08,,109,2,68,14,3,,,,275,,,,19.8
Rock Island,2022-09-09,,120,6,76,16,2,,,,258,,,,19.5
Rock Island,2022-09-10,,121,2,65,11,3,2,,,167,,,,19.4
Rock Island,2022-09-11,,174,3,73,16,3,3,,,94,,,,19.1
Rock Island,2022-09-12,,184,2,85,20,3,2,1,,102,,,,19
Rock Island,2022-09-13,,131,4,74,18,2,2,,,122,1,,,19.3
Rock Island,2022-09-14,,164,7,128,40,1,20,2,,124,,,,19.4
Rock Island,2022-09-15,,197,10,106,24,,21,4,,107,,,,19.4
Rock Island,2022-09-16,,157,6,90,25,,21,4,,185,,,,19.3
Rock Island,2022-09-17,,168,5,129,15,1,40,2,,167,,,,19.1
Rock Island,2022-09-18,,244,7,142,19,8,43,4,,116,,,,19
Rock Island,2022-09-19,,135,5,119,26,4,51,6,,131,,,,18.9
Rock Island,2022-09-20,,231,5,166,42,7,120,,,217,,,,18.9
Rock Island,2022-09-21,,188,9,132,26,1,177,7,,138,,,,18.8
Rock Island,2022-09-22,,156,17,122,23,2,224,30,,85,,,,18.7
Rock Island,2022-09-23,,196,8,98,20,,281,30,,177,,,,18.6
Rock Island,2022-09-24,,289,16,119,24,3,454,40,,198,,,,18.7
Rock Island,2022-09-25,,203,5,105,20,2,301,19,,191,,,,18.7
Rock Island,2022-09-26,,173,2,87,7,,361,16,,182,,,,18.6
Rock Island,2022-09-27,,164,,97,20,1,493,6,,123,,,,18.7
Rock Island,2022-09-28,,230,6,105,20,,388,8,,120,,,,18.8
Rock Island,2022-09-29,,204,9,100,15,1,593,18,,100,,,,18.8
Rock Island,2022-09-30,,204,13,109,12,,601,31,,139,,,,18.9
Rock Island,2022-10-01,,265,10,91,12,,746,22,,78,,,,18.9
Rock Island,2022-10-02,,238,4,87,9,2,649,9,,73,,,,18.9
Rock Island,2022-10-03,,179,10,80,12,1,661,40,,117,,,,19
Rock Island,2022-10-04,,203,11,108,15,1,848,5,,85,,,,18.9
Rock Island,2022-10-05,,165,7,90,13,5,1024,14,,64,,,,19
Rock Island,2022-10-06,,131,11,71,14,2,809,54,,53,,,,19.1
Rock Island,2022-10-07,,186,21,80,20,,611,46,,62,,,,19.1
Rock Island,2022-10-08,,181,18,61,9,,617,53,,44,,,,19.1
Rock Island,2022-10-09,,268,11,54,7,,586,34,,38,,,,19
Rock Island,2022-10-10,,223,5,77,16,,581,3,,37,,,,18.8
Rock Island,2022-10-11,,133,4,51,5,,469,5,,33,,,,18.6
Rock Island,2022-10-12,,110,7,41,4,,458,11,,20,,,,18.6
Rock Island,2022-10-13,,91,7,31,3,,282,31,,42,,,,18.4
Rock Island,2022-10-14,,119,7,31,5,1,289,9,,45,1,,,18.2
Rock Island,2022-10-15,,137,16,24,1,,396,20,,26,,,,18.1
Rock Island,2022-10-16,,116,9,45,3,,447,11,,19,,,,17.9
Rock Island,2022-10-17,,84,4,20,5,,270,18,,13,,,,17.8
Rock Island,2022-10-18,,112,2,23,1,,200,3,,28,,,,17.7
Rock Island,2022-10-19,,83,8,16,4,,279,13,,19,,,,17.5
Rock Island,2022-10-20,,100,13,18,,1,584,28,,24,,,,17.3
Rock Island,2022-10-21,,83,6,19,3,2,517,25,,17,,,,17.1
Rock Island,2022-10-22,,150,3,33,2,1,409,7,,9,,,,16.8
Rock Island,2022-10-23,,151,7,20,3,1,520,8,,6,,,,16.6
Rock Island,2022-10-24,,99,6,35,4,,426,19,,1,,,,16.3
Rock Island,2022-10-25,,87,3,11,1,2,372,5,,1,,,,16
Rock Island,2022-10-26,,103,2,18,3,,348,3,,,,,,15.8
Rock Island,2022-10-27,,90,16,15,5,,340,14,,1,,,,15.5
Rock Island,2022-10-28,,108,9,14,2,1,362,19,,,,,,15.2
Rock Island,2022-10-29,,109,11,6,,,437,8,,,,,,15.2
Rock Island,2022-10-30,,182,2,16,4,,906,32,,,,,,15.2
Rock Island,2022-10-31,,280,5,14,6,,1977,20,,,,,,15.2
Rock Island,2022-11-01,,273,5,9,1,,1028,5,,,,,,15
Rock Island,2022-11-02,,230,7,9,1,,554,25,,,,,,14.8
Rock Island,2022-11-03,,169,8,7,1,,386,19,,,,,,14.8
Rock Island,2022-11-04,,189,6,8,1,,485,40,,,,,,14.8
Rock Island,2022-11-05,,139,6,18,3,,305,7,,,,,,14.5
Rock Island,2022-11-06,,164,3,14,8,,224,5,,,,,,13.8
Rock Island,2022-11-07,,93,6,10,5,,151,1,,,,,,14
Rock Island,2022-11-08,,103,1,12,2,,174,4,,,,,,13.7
Rock Island,2022-11-09,,77,1,16,7,,84,1,,,,,,13.3
Rock Island,2022-11-10,,41,1,6,1,,82,2,,,,,,13.2
Rock Island,2022-11-11,,30,4,10,2,,61,4,,,,,,12.8
Rock Island,2022-11-12,,21,1,10,3,,49,3,,,,,,12.6
Rock Island,2022-11-13,,24,1,5,1,,90,2,,,,,,12.6
Rock Island,2022-11-14,,22,1,4,,,70,,,,,,,12.7
Rock Island,2022-11-15,,25,,4,2,,56,1,,,,,,12.5
Rock Island,2022-11-16,,1,2,5,1,,58,,,,,,,12.5
Rock Island,2022-11-17,,3,,,,,41,,,,,,,12.5
Rock Island,2022-11-18,,10,1,5,1,,17,1,,,,,,12.4
Rock Island,2022-11-19,,6,1,2,1,,9,,,,,,,12.2
Rock Island,2022-11-20,,10,2,5,1,,4,1,,,,,,12.1
Rock Island,2022-11-21,,5,,1,1,,13,,,,,,,11.9
Rock Island,2022-11-22,,1,,1,1,,7,,,,,,,11.8
Rock Island,2022-11-23,,4,1,5,1,,1,,,,,,,11.5
Rock Island,2022-11-24,,,,,,,,,,,,,,11.5
Rock Island,2022-11-25,,1,,1,,,,,,,,,,11.3
Rock Island,2022-11-26,,2,,,,,,,,,,,,11.2
Rock Island,2022-11-27,,,,2,2,,,,,,,,,11.1
Rock Island,2022-11-28,,,,2,,,,,,,,,,10.8
Rock Island,2022-11-29,,,,2,,,3,,,,,,,10.3
Rock Island,2022-11-30,,1,,2,,,,,,,,,,9.9
Rock Island,2022-12-01,,1,,1,,,,,,,,,,9.9
Rock Island,2022-12-02,,,,,,,1,,,,,,,9.3
Notes:
Columbia River DART
2022 Adult Passage Daily Counts at Rock Island
1/1/2022 - 12/31/2022
Generated 07 Jan 2023 16:16:26 PST. DART Adult Passage Daily Counts www.cbr.washington.edu/dart/query/adult_daily.
Data Courtesy of Chelan County PUD.
Mid-Columbia Lamprey: Douglas County PUD is currently planning to translocate lamprey (trapped at Priest Rapids Dam) upstream of Wells Dam for 5 years (2018-2022); and Grant County PUD is currently planning to translocate lamprey (trapped at Priest Rapids Dam) upstream of Rock Island Dam for as long as 10 years (2018-2027).
In 2022; Grant County PUD trapped 2;300 adult lamprey at Priest Rapids Dam and transported/released 1;500 of the fish upstream of Rock Island Dam. Douglas County PUD transported/released the remaining 800 lamprey upstream of Wells Dam. Therefore; the ladder counts for lamprey at Rock Island and Rocky Reach dams underestimate the actual numbers of lamprey that successfully passed both projects. The total lamprey passage for Rock Island Dam; with the translocated fish included; is 12;932 lamprey. The total lamprey passage for Rocky Reach Dam; with the translocated fish included; is 11;749 lamprey.
Temperature (TempC) is reported in degrees Celsius. Source of temperature  data varies by project. At most projects; it is scrollcase or water quality temperature data. At Wells; it is the Fishway Attraction Flow temperature which is pumped from tailrace.
Steelhead Counts: The Steelhead parameter includes both hatchery and wild counts. Prior to 1995 
wild steelhead data was not published on a daily basis. The Steelhead-Wild parameter is a subset of the total 
steelhead and may include unmarked hatchery fish.
Chinook Run Dates: Chinook runs (referring to the season when adults migrate upstream) are based on run schedules by project as reported by the U.S. Army Corps of Engineers; Yakima Klickitat Fisheries Project and Oregon Department of Fish and Wildlife.
"DART Data Citation. Columbia River DART, Columbia Basin Research, University of Washington. (2023). Adult Passage Daily Counts. Available from https://www.cbr.washington.edu/dart/query/adult_daily."
